"ID","GameID","KingID","TeamName","URL","Titre","Notes","Region","HCMap","HRMap"
"963","","Babotchkine","","HC=98&amp;HR=39&amp;HCM=90&amp;HRM=33","Lagozza","","Harapan","90","33"
"964","","Sasquash","","HC=84&amp;HR=37&amp;HCM=76&amp;HRM=31","Retour au pays","","Landes Amères","76","31"
"965","","Darh","","HC=87&amp;HR=108&amp;HCM=80&amp;HRM=100","Bonus","","Terres Condamnées","80","100"
"966","","Nkogo","","HC=58&amp;HR=78&amp;HCM=48&amp;HRM=69","Flotte pour N&apos;Kogo","","Mer de la Soif","48","69"
"967","","Sasquash","","HC=122&amp;HR=31&amp;HCM=108&amp;HRM=28","Cébomécéloin","","Bourbier du Silence","108","28"
"968","","Sasquash","","HC=73&amp;HR=29&amp;HCM=66&amp;HRM=23","Grokankipue","","Landes Amères / Blutsauger","66","23"
"969","","Sasquash","","HC=111&amp;HR=36&amp;HCM=100&amp;HRM=30","Viand&apos;kikour","","Monts Morts / Terres des orcs / Mer Fumante","100","30"
"970","","Sasquash","","HC=107&amp;HR=34&amp;HCM=100&amp;HRM=28","Brog Brack","","Rocher rouge / Mer Fumante","100","28"
"971","","Sasquash","","HC=114&amp;HR=36&amp;HCM=102&amp;HRM=30","Tun&apos;partèr","","Monts Morts / Terres des orcs / Mer Fumante","102","30"
"972","","Sasquash","","HC=113&amp;HR=38&amp;HCM=102&amp;HRM=30","Makabé","","Monts Morts / Terres des orcs","102","30"
"973","","Sasquash","","HC=107&amp;HR=38&amp;HCM=100&amp;HRM=32","Lakonbouff","","Monts Morts","100","32"
"974","","Sasquash","","HC=110&amp;HR=32&amp;HCM=102&amp;HRM=30","Squig Citi","","Rocher rouge / Mer Fumante","102","30"
"975","","Sasquash","","HC=116&amp;HR=32&amp;HCM=104&amp;HRM=30","Kontoar","","Mer Fumante","104","30"
