"ID","Nom","Type","Deplacement","TypeDeplacement","PointsArmee","TauxProduction","TypeProduction","Evolution","ConditionPour","Nation","Pic","CargMat","CargMil","CargCiv","Detection","Discretion","Camouflage","Domaines","DomainesAttaq","Portee","Precision","Esquive","Couverture","PuissanceOff","PuissanceDef","Armure","Resistance","Rapidite","Moral","Loyaute","TauxProductionSec","TypeProductionSec","CargMV","ArretMarchand","AjustType","AjustTaux","CoutDricks","CoutUnitType","CoutUnitQ","CoutResType1","CoutResQ1","CoutResType2","CoutResQ2","CoutResType3","CoutResQ3","UnitProduite","Flag","Natures","NaturesAttaq","MaxPetitesCibles","Robustesse","ServantType","ServantMin","Attitude","NombrePourRencontres","TirEmbarque","RessourcesProduites1","RessourcesProduites2","UniteRequise","ProductionTypeUnite","ProductionNbrUnite","TempsDeConstruction","EnConstruction","RessourcesRecoltees","TauxRecolte","UniteRequise2","UniteRequise3","AjustRecolteUnite","AjustRecolteTaux","Medecine","CompetenceSpeciale","CompetenceTaux","ChefDeChantier","Terraform","SousType","DemantelerPour","Help","Disette","SousTypeCreatures","Sanitaire","Population","TechnoProhib","ProductionMaxUnite","EquivalentPaysan","AAbattre","ACouvrir","PonteAleatoire","EffetArmures","DegatsMorts","Imparable","TechnoAssoc","LogTypeProhib","UnitExistReq","NomVisible","RencontreAvec","NoteDeConstruction","PonteClassique","Irrigation","PersonnelMinimum","RealPOP","AEpargner","Producteur","LairType","EntretienRes","EntretienQuant","Formation","UniteRequise4","CoutResType4","CoutResQ4","EntretienMaj","PicNV","Endurance","Regime","PicType"
"39","Saboteur","Soldat","5","MCEclaireurs","24","","Techno","","","","saboteur.JPG","0","0","","65","90","15","Terrestre","Terrestre_Marin_Volant","1","50","50","15","4","3","20","15","9","1","75","","","","","","","2","Ingénieur","1","Acier","2","Charbon","16","Spiritueux","2","12","Spy","Vivant","Vivant_Monstre_Mort_Mecanique_Batiment","4","","","","Defense","6","","","","Arsenal","","","8","20160301135201","","","Laboratoire","Institut des sciences","","","","Sabotage","25","","","","","","","Hors-la-loi_HLL_UGenie","","","","","","","yes","","Moitier","Double","demolition","","BS_PR","","","","","forteresse","","","2","7","7","","","","Laboratoire","Saboteur","Engrenages","1","","","50","Omnivore",""
"40","Sapeur","Soldat","5","MCFanLeger","6","","Construct","","","","sapeur.JPG","0","0","","65","60","15","Terrestre","Terrestre_Marin","1","25","25","8","8","4","15","13","5","1","50","","","","","","","1","Mineur","1","Metal","2","Bois","2","Cuir","1","9","Mil","Vivant","Vivant_Monstre_Mort_Mecanique_Batiment","2","","","","Chasse_Faibles","18","","","","Mineur","","","4","20160301135100","","","Sapeur","Carrière","","","","Sabotage","7","","","Amenagements","","","","UGenie","","","","","","Soldats","","","Double","Double","","","BS_PR_BA","","","","","chateau","","","2","2","2","","","","","","Moral","3","","","40","Omnivore",""
"42","Alchimiste","Civil","5","MCFanLeger","40","25%","Savoir_Alchi","","","CreaAlchi","alchemy.jpg","0","0","","65","25","0","Terrestre_Sp","Terrestre","2","25","20","6","6","10","10","12","6","0","60","1","50","","","_Endu2_Depl15_","30","4","Abstracteur","1","Papier","1","Pierres de vie","4","Cadavres frais","2","1","Pce","Vivant","Vivant_Monstre_Mort_Mecanique_Batiment_Magique","1","","","","Attaque","3","","Drogues","Dricks","Ingénieur","","","7","20160529131634","_Pierres de vie_","4","Alchimiste","Enchanteur","Abstracteur","2","","Sabotage","40","","","Savoir","","","","Chef_Tisseur","","","","","","","yes","yes","Ignore","","poison","","","01_Tisseur","","","","academie","","","6","22","28","","","","Laboratoire","","Epices","1","","","75","Omnivore",""
"43","Unité de génie","Soldat","5","MCFanLeger","40","","Techno_Construct","","","","Unite de genie.jpg","0","0","","65","90","10","Terrestre","Terrestre_Marin_Volant","1","60","45","8","7","4","20","15","11","1","75","","","","","","","","Saboteur","12","Acier","3","Papier","1","Charbon","12","12","Mil","Vivant","Vivant_Monstre_Mort_Mecanique_Batiment","6","","","","Attaque","9","","","","Donjon","","","14","20160326020242","","","Redoute","Tour sombre","","","","Batisseur","11","yes","","","","","","UGenie","","","","","","","yes","","Moitier","Double","demolition","","","","","","","forteresse","","","2","9","9","","","","Université","Unité de génie","Engrenages","1","","","75","Omnivore",""
"44","Forgeron","Civil","5","MCFanLeger","6","3","Artisan","","","","forgeron666.jpg","0","0","","55","25","0","Terrestre","Terrestre","1","25","25","6","4","5","15","12","5","0","30","","","","","","","3","Paysan","1","Metal","6","Nourriture","3","","","1","Pce","Vivant","Vivant_Monstre_Mort_Mecanique","","","","","Defense","1","","Acier","","Mine","Forgeron","18","2","20160319185700","","","Mineur Nain","Forgeron","","","","Quotas","Acier50","","","Ateliers","Manants","","","","","Citoyen","","","","","yes","","","Moitier","","","","","","","","","","","20","24","24","","","","Collège d&apos;artisans","","","","","","30","Omnivore",""
"45","Armurier","Soldat","5","MCFanLeger","24","","Att_Artisan","","","","armubase.jpg","0","0","","65","25","0","Terrestre_Sp","Terrestre","1","25","25","6","5","5","10","15","5","1","45","","","","","_Armu1_","5","4","Forgeron","1","Acier","4","Cuir","2","Charbon","12","4","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","","","","","Defense","2","","","","Forge","","","5","20160710111236","","","Charbonnier","Houilleur","","","","","","","","Ateliers","","","","Chef","","","","","","","yes","","Moitier","Moitier","","","BS_PR_BA_NA","","","","","chateau","","","4","12","12","","","","Armurerie","Armurier","","","","","35","Omnivore",""
"46","Maître forgeron","Civil","5","MCFanLeger","6","4","Artisan","","","","mforg.jpg","0","0","","55","25","0","Terrestre","Terrestre","1","25","25","6","4","5","15","12","5","0","25","3","","","","","","12","Forgeron","1","Acier","2","Charbon","8","Nourriture","2","1","Pce","Vivant","Vivant_Monstre_Mort_Mecanique","","","","","Defense","1","","Acier","Dricks","Armurier","Forgeron","18","7","20160529131116","","","Haaken Briseur d&apos;os","Atelier","Outillage","1","","Quotas","Acier50","","","Ateliers","","","","","","Citoyen","","","","","yes","","","Moitier","","","","","","","","college","","","20","45","45","","","","Atelier","Maître forgeron","","","","","35","Omnivore",""
"47","Ingénieur","Civil","5","MCFanLeger","3","","Techno_Savoir","","","","machiniste.jpg","0","0","","55","25","0","Terrestre","Terrestre_Marin_Volant","1","20","20","6","4","4","5","12","4","0","25","","","","","","","12","Maître forgeron","1","Papier","4","Acier","3","Engrenages","1","1","Pce","Vivant","Vivant_Monstre_Mort_Mecanique_Batiment","1","","","","Inoffensif","1","","","","Atelier","Chef de chantier","24","14","20160301133654","","","","","ALaMine","4","","Quotas","Logistique15","yes","","Ateliers","","","","","","Citoyen","","no","","","yes","","","","","_Brigand_Saltimbanque_Eclaireur_Espion_Marchand_Milicien_Mercenaire_Capitaine","BS_PR_NA","01_Bibliothèque","","","","yes","","","20","50","72","","","","","","","","","","60","Omnivore",""
"48","Cavalerie légère mécanisée","Soldat","12","MCCheval","125","","Techno","","","","cavalerie legere mecanisee.jpg","0","0","","65","5","-10","Terrestre","Terrestre","2","65","35","0","10","6","35","32","9","1","70","","","","","","","9","Cavalerie légère","12","Acier","9","Engrenages","6","Charbon","18","12","Mil","Mecanique","Vivant_Monstre_Mort_Mecanique","2","","","","Attaque","18","no","","","Atelier","","","18","20160224012318","","","","","","","","","","","","","","","","Cavalier","","","","","","","","","","","","","BS","","","","","","","","4","11","11","","","","","","","","","","95","Omnivore",""
"49","Cavalerie lourde mécanisée","Soldat","10","MCCheval","191","","Techno","","","","cavalerie lourde mecanisee2.jpg","0","0","","65","0","-10","Terrestre","Terrestre","2","55","25","0","14","8","50","40","7","1","70","","","","","","","9","Cavalerie lourde","12","Acier","12","Engrenages","9","Charbon","24","12","Mil","Mecanique","Vivant_Monstre_Mort_Mecanique","3","","","","Attaque","","no","","","Ingénieur militaire","","","21","20160224012318","","","","","","","","","","","","","","","","Cavalier","","","","","","","","","Moitier","","","","BS","","","","","","","","4","15","15","","","","","","","","","","95","Omnivore",""
"50","Bucheron","Civil","5","MCFanLeger","5","2","Chasse_Construct","","","","buch.jpg","0","0","","55","25","0","Terrestre","Terrestre","1","25","25","10","4","5","5","15","5","0","25","","","","","","","1","Paysan","1","Nourriture","3","Metal","1","","","3","Pce","Vivant","Vivant_Monstre_Mort","","","","","Inoffensif","","","Bois","","Réserve","Bucheron","24","2","20160224015349","_Bois_","5","Bucheron","","","","","","","","","Bois","Gueux","","","Recolteurs","","Citoyen","","","","","yes","","Double","Moitier","","","","","","","","","","","8","6","6","","","","","","","","","","40","Omnivore",""
"51","Eclaireur","Soldat","6","MCEclaireurs","5","","Info","","","","pathfinder.jpg","0","0","_Espion","120","95","20","Terrestre","Terrestre","1","20","25","20","3","5","15","12","7","1","25","","","_Eclaireur","","","","1","Chasseur","1","Cuir","2","Metal","2","","","9","Spy","Vivant","Vivant_Monstre_Mort_Mecanique","","","","","Defense","9","","","","Tour de guet","","","3","20160301131817","","","Guetteur Mahoud","Guetteur","","","","","","","","","","","","EGenie","","","","","","","yes","","Double","Moitier","","","BS_BA_NA","","","","","","","","2","2","2","","","","Maison de patrouilleur","Eclaireur","","","","","55","Omnivore",""
"52","Eclaireur monté","Soldat","11","MCCheval","13","","Info","","","","newemont.jpg","0","0","_Espion","90","75","20","Terrestre","Terrestre","1","35","40","10","5","5","10","18","9","1","25","","","_Eclaireur","","","","1","Chasseur","1","Cuir","3","Metal","3","Nourriture","6","9","Spy","Vivant","Vivant_Monstre_Mort_Mecanique","","","","","Defense","","","","","Ecuries","","","5","20160224012318","","","Maison de patrouilleur","Eclaireur monté","","","","","","","","","","","","EGenie_Cavalier","","","","","","","yes","","Double","Moitier","","","BS_BA_NA","","","","","","","","5","2","2","","","","Maison de patrouilleur","","Vegetaux","12","","","45","Mixte",""
"53","Cavalerie légère","Soldat","11","MCCheval","21","","Att_Chasse","","","","eclemont.jpg","0","0","","65","20","10","Terrestre","Terrestre","1","50","40","0","6","5","30","18","10","1","50","","","","","","","9","Paysan","1","Metal","9","Vegetaux","24","Nourriture","12","18","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","2","","","","Attaque","","no","","","Feu de camp","","","5","20160423153348","","","Castel","Druide","","","","","","","","","","","","Cavalier","","","","","","Soldats","","","Double","Moitier","","","BS_BA_XX","01_Ecuries","","","","","","","5","3","3","","","","","Vicomte","Cuir","9","","","45","Mixte",""
"54","Cavalerie lourde","Soldat","10","MCCheval","47","","Feod","","","","cavalourdag.jpg","0","0","","65","10","0","Terrestre","Terrestre","2","40","30","0","8","6","45","27","8","1","55","","","","","","","18","Paysan","1","Acier","12","Vegetaux","36","Nourriture","12","18","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","2","","","","Attaque","","no","","","Manège","","","10","20160324092728","","","","","","","","","","","","","","","","Cavalier","","","","","","","","","","Moitier","","","BS","","","","","","","","6","4","4","","","","","","Cuir","6","","","35","Mixte",""
"55","Cavalerie légère agressive","Soldat","11","MCCheval","34","","Att","","","","cavlegag1.jpg","0","0","","65","20","0","Terrestre","Terrestre","2","55","40","0","8","5","30","18","10","1","65","","","","","","","9","Paysan","1","Metal","18","Vegetaux","36","Nourriture","9","18","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","2","","","","Attaque","","no","","","Centre de dressage","","","10","20160224012318","","","Berserkers","","","","","","","","","","","","","Cavalier","","","","","","","","","Double","Moitier","","","BS_BA","","","","","","","","6","4","4","","","","","","Cuir","12","","","50","Mixte",""
"56","Cavalerie lourde agressive","Soldat","10","MCCheval","80","","Att_Feod","","","","cavalourdag1.jpg","0","0","","65","10","0","Terrestre","Terrestre","2","45","35","0","11","7","45","27","9","1","65","","","","","","","18","Paysan","1","Acier","18","Vegetaux","36","Nourriture","12","18","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","3","","","","Attaque","","no","","","Centre de dressage","","","14","20160224012318","","","","","","","","","","","","","","","","Cavalier","","","","","","","","","","Moitier","","","BS","","","","","","","","6","5","5","","","","","","Cuir","9","","","45","Mixte",""
"57","Chasseur","Civil","5","MCEclaireurs","5","1","Chasse","","","","braco.jpg","0","0","_Eclaireur","65","85","20","Terrestre","Terrestre_Volant","3","25","25","20","3","4","5","13","6","0","25","25%","","","","","","1","Paysan","1","Bois","2","Nourriture","3","Metal","1","2","Pce","Vivant","Vivant_Monstre_Mort_Mecanique","","","","","Inoffensif","","","Viande","Cuir","Réserve","Chasseur","24","2","20160224015349","_Gibier_","5","Chasseur","","","","","","","","","Viande","Manants","","","Recolteurs","","Citoyen","","","","","yes","","Double","Moitier","","","","","","","","","","","12","10","10","","","","","","","","","","30","Omnivore",""
"58","Archer","Soldat","5","MCFanLeger","12","","Def_Chasse","","","","archer3.jpg","0","0","","65","30","0","Terrestre","Terrestre_Marin_Volant","3","40","30","8","4","6","15","12","6","1","40","","","","","","","1","Chasseur","1","Bois","3","Cuir","3","Nourriture","6","9","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Pavois","","","5","20160225171806","","","Camp barbare","Vicomte","","","","","","","","","","","","Archer","","","","","","Soldats","","","Double","Tiers","","","BS_BA_OR_NA","","","","","","","","2","2","2","","","","","Duc régnant","Moral","3","","","40","Omnivore",""
"59","Arbalètrier","Soldat","5","MCFanLeger","36","","Att_Def","","","","newarba.jpg","0","0","","65","25","0","Terrestre","Terrestre_Marin_Volant","3","50","30","8","6","7","25","15","4","1","50","","","","","","","9","Paysan","1","Bois","9","Acier","6","Nourriture","9","18","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Caserne","","","7","20160225171806","","","Castel","Cantonnement","","","","","","","","","","","","Archer","","","","","","Soldats","","","Moitier","Moitier","","","BS","01_Armurerie","","","","","","","2","3","3","","","","","","Cuir","3","","","45","Omnivore",""
"60","Franc archer","Soldat","5","MCFanLeger","36","","Att_Def","","","","franc.jpg","0","0","","80","35","0","Terrestre","Terrestre_Marin_Volant","4","55","40","12","5","6","20","17","7","1","60","","","","","","","9","Paysan","1","Bois","9","Acier","6","Nourriture","9","18","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Arsenal","","","10","20160225171806","","","Place forte","","","","","","","","","","","","","Archer","","","","","","","","","","Tiers","","","BS","01_Armurerie","","","","","","","2","3","3","","","","","","Cuir","3","","","50","Omnivore",""
"61","Arquebusier","Soldat","4","MCFanLeger","64","","Techno_Def","","","","arquebu.jpg","0","0","","65","25","0","Terrestre","Terrestre_Marin_Volant","3","60","40","10","7","8","35","17","5","1","55","","","","","","","3","Paysan","1","Acier","6","Charbon","12","Engrenages","3","18","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Fonderie","","","14","20160729202935","","","","","","","","","","","","","","","","Archer","","","","","","","","","Moitier","","","","BS","","","","","","","","2","4","4","","","","","","","","","","60","Omnivore",""
"62","Tireur d&apos;élite","Soldat","5","MCFanLeger","112","","Techno_Def","","","","Tireur d&apos;elite.png","0","0","","80","75","25","Terrestre","Terrestre_Marin_Volant","4","75","45","10","7","8","30","18","5","1","70","","","","","","","3","Arquebusier","12","Acier","3","Charbon","12","Engrenages","1","12","Spy","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Chasse_Faibles","","","","","Bastion","","","14","20160225171806","","","Château","","","","","","","","","","","","","Archer","","","","","","","","","Moitier","Moitier","","","BS","","","","","","","","2","6","6","","","","","","","","","","70","Omnivore",""
"63","Garde chasse","Civil_Guardien","5","MCEclaireurs","6","","Despo_Chasse","","","","newarcher.jpg","0","0","","85","25","15","Terrestre","Terrestre_Volant","2","30","25","15","4","5","15","12","5","5","55","","","_Milicien","","","","6","Gueux","3","Cuir","2","Bois","6","Metal","2","9","Pce","Vivant","Vivant_Monstre_Mort_Mecanique_Revolte","1","","Milicien","","Chasse_Faibles","","","","","Milice rurale","","","7","20160225171806","_Gibier_Fruits_","1","","","","","","Contre-espionnage","10","","","Viande","","Les garde-chasse sont des gardiens très efficaces en milieu rural, ils combattent les révoltes et détectent les intrus.","","Archer_Guard","","PasDeDon","","","","","","","Double","Tiers","","_Brigand","","01_Poste de milice","","","","","","","2","2","2","","","","","","Moral","6","","","40","Omnivore",""
"64","Milice rurale","Civil_Guardien","9","MCCheval","6","","Despo","","","","milicerurale.jpg","0","0","","90","25","15","Terrestre","Terrestre","1","25","20","0","5","5","15","18","8","5","60","","","","","","","1","Milice","6","Metal","2","Vegetaux","6","Nourriture","3","6","Mil","Vivant","Vivant_Monstre_Mort_Revolte","","","Milicien","","Attaque","","","","","Poste de milice","","","5","20160225165944","","","","","","","","Vol","0","","","","","","","Cavalier_Guard","","PasDeDon","","","","","","","Double","Moitier","","_Brigand","","","","","","","","","5","2","2","","","","Poste de milice","","Cuir","1","","","40","Mixte",""
"65","Chasseur de sorcières","Soldat","6","MCEclaireurs","66","","Theo_Magie","","","","Chasseur de sorcieres.jpg","0","0","","65","45","15","Terrestre","Terrestre_Marin_Volant","2","50","42","20","6","4","20","17","7","1","75","","","","","","","9","Dévot (v)","9","Charbon","9","Acier","3","Pierres de vie","6","9","Spy","Vivant","Vivant_Monstre_Mort_Mecanique_Magique","2","","","","Attaque","12","","","","Monastère","","","14","20160402155344","","","","","","","","","","","","Religion","","","","UGenie","","","","","","","","","Moitier","Moitier","lune_vanhelsing","","BS_PR_NA","01_Tisseur","","","","sanctuaire","","","2","7","7","","","","Monastère","","Moral","27","","","70","Omnivore",""
